,longitude,latitude,housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_person,houses_per_person
12419,-116.22,33.72,28.0,979.0,1.7172,58800.0,0,0.8437180796731358,0.25025536261491316
12420,-116.2,33.7,26.0,2654.0,2.2989,60600.0,0,0.9039186134137152,0.2015825169555388
12421,-116.23,33.72,32.0,3779.0,1.7805,76900.0,0,1.3180735644350356,0.3138396401164329
12422,-116.23,33.71,17.0,5032.0,2.444,90000.0,0,0.9686009538950715,0.24701907790143085
12423,-116.15,33.69,22.0,331.0,2.9286,112500.0,0,0.595166163141994,0.21148036253776434
12424,-116.11,33.64,20.0,1548.0,2.0871,84700.0,0,0.8223514211886305,0.229328165374677
12425,-116.15,33.64,10.0,1896.0,1.6557,65400.0,0,0.9024261603375527,0.23364978902953587
12426,-116.2,33.63,23.0,1077.0,2.5,96300.0,0,1.0696378830083566,0.2181987000928505
12427,-116.21,33.66,19.0,1201.0,3.8846,100900.0,0,1.3288925895087427,0.23480432972522897
12428,-116.21,33.68,34.0,625.0,1.5809,100000.0,0,0.9344,0.2656
12429,-116.25,33.68,16.0,238.0,3.0114,366700.0,0,3.8907563025210083,0.4957983193277311
12430,-116.26,33.65,3.0,574.0,10.2948,382400.0,0,12.956445993031359,0.5261324041811847
12431,-116.17,33.53,13.0,1978.0,2.1287,58600.0,0,0.8660262891809909,0.22345803842264914
12432,-116.12,33.53,17.0,2971.0,1.654,100000.0,0,0.8148771457421744,0.2305621003029283
12433,-116.01,33.51,24.0,4042.0,1.7344,66400.0,0,0.7384957941613063,0.2238990598713508
12434,-115.84,33.49,20.0,637.0,2.0347,68900.0,0,2.6059654631083204,0.3924646781789639
12435,-116.16,33.68,12.0,1334.0,2.2679,61400.0,0,0.9220389805097451,0.19490254872563717
12436,-116.17,33.67,18.0,3873.0,2.5714,65900.0,0,0.9256390395042603,0.2034598502452879
12437,-116.17,33.66,22.0,664.0,1.9306,47500.0,0,0.9623493975903614,0.23042168674698796
12438,-116.19,33.67,16.0,1994.0,1.7297,67500.0,0,0.932296890672016,0.23921765295887662
12439,-116.18,33.67,25.0,2940.0,2.2141,66700.0,0,0.9823129251700681,0.22448979591836735
12440,-116.18,33.69,17.0,79.0,2.375,155000.0,0,1.1265822784810127,0.26582278481012656
12441,-116.19,33.69,11.0,5682.0,2.5383,74000.0,0,1.001759943681802,0.22404083069341782
12442,-116.08,33.86,16.0,182.0,2.425,76100.0,0,2.0934065934065935,0.41208791208791207
12443,-115.22,33.54,18.0,3424.0,1.625,53500.0,0,0.4982476635514019,0.08265186915887851
12444,-114.67,33.92,17.0,29.0,1.2656,27500.0,0,3.3448275862068964,0.5172413793103449
12445,-115.58,33.88,21.0,724.0,3.1827,71700.0,0,1.6035911602209945,0.2569060773480663
12446,-114.98,33.82,15.0,137.0,3.2097,71300.0,0,4.700729927007299,0.3795620437956204
12447,-114.49,33.97,17.0,83.0,1.6154,87500.0,0,33.8433734939759,0.5421686746987951
12448,-114.65,33.6,28.0,666.0,2.9653,94900.0,0,2.5195195195195197,0.3843843843843844
12449,-114.68,33.49,20.0,1135.0,1.6395,44400.0,0,1.3136563876651983,0.2669603524229075
12450,-114.56,33.69,17.0,333.0,1.6509,85700.0,0,2.1621621621621623,0.35135135135135137
12451,-114.57,33.64,14.0,515.0,3.1917,73400.0,0,2.9145631067961166,0.4388349514563107
12452,-114.57,33.57,20.0,624.0,1.925,65500.0,0,2.3301282051282053,0.4198717948717949
12453,-114.57,33.52,27.0,117.0,2.0833,45000.0,0,1.4786324786324787,0.2905982905982906
12454,-114.59,33.61,34.0,3134.0,2.1782,58400.0,0,1.5280791320995533,0.3369495851946394
12455,-114.61,33.62,16.0,1115.0,2.1759,61500.0,0,1.06457399103139,0.21704035874439462
12456,-114.6,33.62,16.0,2434.0,2.6797,86500.0,0,1.5369761709120788,0.33853738701725555
12457,-114.58,33.63,29.0,671.0,3.3438,74000.0,0,2.067064083457526,0.3561847988077496
12458,-114.62,33.62,26.0,5.0,0.536,275000.0,0,3.6,0.6
12459,-114.58,33.61,25.0,1841.0,2.6768,82400.0,0,1.579033134166214,0.3438348723519826
12460,-114.6,33.6,21.0,1182.0,1.625,62000.0,0,1.6818950930626058,0.3697123519458545
12461,-121.43,38.58,35.0,1933.0,3.9167,155700.0,0,2.7408173823072945,0.47490946714950855
12462,-121.43,38.57,38.0,888.0,4.0972,163700.0,0,2.8231981981981984,0.5045045045045045
12463,-121.42,38.57,38.0,710.0,3.7731,161400.0,0,2.6450704225352113,0.48169014084507045
12464,-121.44,38.58,43.0,764.0,3.9271,147100.0,0,2.363874345549738,0.4463350785340314
12465,-121.43,38.57,46.0,939.0,3.5893,142000.0,0,2.6017039403620874,0.48668796592119273
12467,-121.44,38.58,42.0,892.0,3.0208,148800.0,0,2.616591928251121,0.5
12468,-121.45,38.58,44.0,796.0,3.4914,153900.0,0,2.907035175879397,0.48743718592964824
12469,-121.45,38.57,48.0,704.0,3.5313,147900.0,0,2.7869318181818183,0.5142045454545454
12471,-121.46,38.58,40.0,689.0,1.7765,109800.0,0,2.02322206095791,0.5123367198838897
12472,-121.47,38.58,44.0,878.0,1.5922,115100.0,0,2.3826879271070616,0.6013667425968109
12473,-121.47,38.58,43.0,1484.0,2.3266,137500.0,0,2.565363881401617,0.5727762803234502
12476,-121.48,38.58,48.0,1281.0,1.6277,140600.0,0,1.9000780640124901,0.516783762685402
12479,-121.49,38.59,20.0,486.0,1.0313,85000.0,0,0.9526748971193416,0.39094650205761317
12481,-121.5,38.58,5.0,2031.0,0.7526,162500.0,0,0.3746922698178237,0.14524864598719842
12482,-121.5,38.58,20.0,1570.0,2.5821,125000.0,0,2.559235668789809,0.7146496815286624
12483,-121.5,38.57,9.0,297.0,3.358,77500.0,0,2.508417508417508,0.5387205387205387
12485,-121.48,38.58,42.0,761.0,1.245,137500.0,0,2.3955321944809462,0.6609724047306176
12486,-121.48,38.57,47.0,1148.0,1.4301,141700.0,0,2.1236933797909407,0.6506968641114983
12488,-121.49,38.57,49.0,634.0,1.7568,93800.0,0,2.1041009463722395,0.6640378548895899
12489,-121.49,38.57,38.0,1091.0,1.2209,87900.0,0,2.2089825847846014,0.7598533455545371
12490,-121.47,38.57,39.0,589.0,2.1691,150000.0,0,2.3089983022071308,0.5738539898132428
12491,-121.47,38.57,48.0,1443.0,1.9034,123900.0,0,2.1732501732501732,0.6077616077616078
12492,-121.48,38.57,38.0,1243.0,1.8512,114100.0,0,2.259855189058729,0.6315366049879324
12494,-121.47,38.57,50.0,1223.0,1.2041,168100.0,0,2.643499591169256,0.6843826655764513
12503,-121.43,38.56,41.0,443.0,3.1827,131700.0,0,2.494356659142212,0.47404063205417607
12504,-121.44,38.56,45.0,873.0,3.7167,131900.0,0,2.7754868270332187,0.5017182130584192
12506,-121.43,38.56,50.0,532.0,2.5417,125900.0,0,2.8815789473684212,0.4830827067669173
12507,-121.43,38.56,46.0,452.0,3.0938,137800.0,0,2.911504424778761,0.5420353982300885
12510,-121.42,38.55,35.0,115.0,2.6417,98900.0,0,1.5826086956521739,0.3739130434782609
12511,-121.43,38.55,44.0,1509.0,2.7333,100100.0,0,2.328694499668655,0.4347249834327369
12512,-121.45,38.55,19.0,1412.0,1.4889,77600.0,0,2.3895184135977336,0.53328611898017
12515,-121.44,38.55,46.0,726.0,2.9821,97000.0,0,2.3388429752066116,0.5316804407713499
12520,-121.47,38.55,48.0,926.0,1.1458,65400.0,0,1.1781857451403888,0.36285097192224625
12523,-121.47,38.56,44.0,1044.0,1.7328,88100.0,0,1.9022988505747127,0.46934865900383144
12524,-121.48,38.56,44.0,518.0,2.0089,113600.0,0,2.222007722007722,0.4980694980694981
12525,-121.48,38.56,46.0,688.0,2.7316,134700.0,0,2.145348837209302,0.5130813953488372
12526,-121.48,38.57,38.0,596.0,1.78,114300.0,0,1.9211409395973154,0.48322147651006714
12527,-121.49,38.56,42.0,506.0,1.2813,87500.0,0,1.7786561264822134,0.45652173913043476
12528,-121.49,38.56,35.0,987.0,1.9013,86900.0,0,1.541033434650456,0.46099290780141844
12530,-121.5,38.57,41.0,807.0,1.4712,94600.0,0,1.392812887236679,0.3915737298636927
12531,-121.5,38.57,44.0,766.0,2.1719,87500.0,0,1.7950391644908616,0.41906005221932113
12532,-121.51,38.57,36.0,425.0,2.2031,93800.0,0,1.4423529411764706,0.3458823529411765
12533,-121.5,38.57,45.0,510.0,1.0114,80000.0,0,1.6823529411764706,0.39215686274509803
12534,-121.5,38.56,46.0,1684.0,1.128,123100.0,0,1.5712589073634204,0.3657957244655582
12535,-121.51,38.56,43.0,1320.0,1.0649,137500.0,0,0.793939393939394,0.22272727272727272
12536,-121.51,38.55,45.0,1341.0,2.8417,137900.0,0,2.260999254287845,0.4451901565995526
12537,-121.51,38.55,46.0,531.0,2.7885,137200.0,0,2.7966101694915255,0.5480225988700564
12542,-121.49,38.54,47.0,779.0,2.5639,123000.0,0,2.969191270860077,0.5673940949935815
12545,-121.5,38.55,49.0,1363.0,5.2362,236800.0,0,3.003668378576669,0.483492296404989
12546,-121.5,38.54,44.0,452.0,3.7344,179800.0,0,2.581858407079646,0.46238938053097345
12549,-121.48,38.56,50.0,877.0,2.0833,94300.0,0,1.8095781071835804,0.43329532497149376
12553,-121.47,38.55,48.0,706.0,0.9948,65400.0,0,1.3711048158640227,0.3881019830028329
12554,-121.47,38.55,29.0,861.0,1.0208,55800.0,0,1.51335656213705,0.305458768873403
12555,-121.47,38.54,47.0,1346.0,1.2679,56700.0,0,1.549034175334324,0.2986627043090639
12556,-121.47,38.55,24.0,546.0,1.186,67000.0,0,1.793040293040293,0.532967032967033
12558,-121.45,38.54,47.0,810.0,2.7787,56000.0,0,1.4308641975308642,0.3012345679012346
12559,-121.45,38.54,41.0,839.0,1.4702,58300.0,0,1.5232419547079856,0.33373063170441003
12560,-121.46,38.54,48.0,605.0,1.8333,58200.0,0,1.6545454545454545,0.2892561983471074
12561,-121.46,38.55,40.0,1454.0,2.0074,57000.0,0,1.4284731774415407,0.26478679504814306
12562,-121.42,38.54,29.0,556.0,3.0521,108000.0,0,2.5305755395683454,0.4226618705035971
12563,-121.43,38.54,43.0,912.0,2.9769,92700.0,0,2.2850877192982457,0.44956140350877194
12564,-121.43,38.54,44.0,791.0,3.15,101500.0,0,2.3754740834386854,0.4361567635903919
12565,-121.44,38.54,44.0,1145.0,2.5694,92400.0,0,2.2445414847161573,0.4393013100436681
12566,-121.45,38.54,48.0,1441.0,1.9485,86600.0,0,2.3740458015267176,0.5045107564191533
12567,-121.42,38.54,18.0,1726.0,2.398,87600.0,0,1.462920046349942,0.2711471610660487
12568,-121.42,38.54,29.0,1071.0,2.925,94300.0,0,2.2016806722689077,0.4388422035480859
12569,-121.43,38.54,42.0,1346.0,2.4618,101300.0,0,2.4673105497771175,0.4888558692421991
12570,-121.44,38.54,39.0,1217.0,3.2404,93600.0,0,2.345932621199671,0.4617912900575185
12571,-121.44,38.54,47.0,1308.0,2.5389,75700.0,0,1.9250764525993884,0.36009174311926606
12572,-121.41,38.53,35.0,1110.0,3.1944,79000.0,0,1.8567567567567567,0.3081081081081081
12573,-121.41,38.53,37.0,588.0,2.9737,72100.0,0,1.7993197278911566,0.39285714285714285
12574,-121.42,38.53,37.0,1171.0,2.8298,71200.0,0,1.6720751494449189,0.3125533731853117
12575,-121.42,38.53,36.0,832.0,3.4083,71800.0,0,1.9002403846153846,0.34975961538461536
12576,-121.43,38.53,36.0,846.0,3.1208,82700.0,0,1.7588652482269505,0.32978723404255317
12577,-121.43,38.53,36.0,1199.0,3.1667,81900.0,0,2.0266889074228525,0.36447039199332776
12578,-121.44,38.53,37.0,1089.0,2.3272,80600.0,0,1.7915518824609733,0.3774104683195592
12579,-121.41,38.52,25.0,2529.0,1.8689,66800.0,0,1.2206405693950177,0.27995255041518385
12580,-121.42,38.51,21.0,2611.0,1.9423,87800.0,0,1.2443508234392953,0.25392569896591344
12581,-121.42,38.52,32.0,1655.0,2.5574,72600.0,0,1.708761329305136,0.2930513595166163
12582,-121.43,38.52,43.0,955.0,2.5898,72100.0,0,2.187434554973822,0.4031413612565445
12583,-121.43,38.52,30.0,2925.0,1.3927,78300.0,0,1.2502564102564102,0.30735042735042734
12584,-121.44,38.52,38.0,995.0,2.7697,76600.0,0,2.090452261306533,0.38190954773869346
12585,-121.5,38.53,39.0,1188.0,4.6923,192000.0,0,2.68013468013468,0.48148148148148145
12586,-121.5,38.53,37.0,1508.0,3.5231,114300.0,0,2.4151193633952253,0.43567639257294427
12587,-121.51,38.53,34.0,631.0,4.25,191900.0,0,2.556259904912837,0.4215530903328051
12588,-121.51,38.53,36.0,966.0,5.3135,216600.0,0,2.6946169772256727,0.4337474120082816
12589,-121.5,38.52,37.0,1261.0,2.2574,59100.0,0,1.59238699444885,0.3386201427438541
12590,-121.51,38.51,33.0,1085.0,5.5208,171300.0,0,2.689400921658986,0.3935483870967742
12591,-121.51,38.51,31.0,542.0,6.6112,251600.0,0,2.9428044280442807,0.4354243542435424
12592,-121.51,38.52,30.0,1167.0,4.0972,181400.0,0,2.772922022279349,0.4875749785775493
12593,-121.48,38.53,38.0,786.0,2.3487,101600.0,0,1.8460559796437659,0.43256997455470736
12594,-121.49,38.53,40.0,1225.0,3.125,130600.0,0,2.4212244897959185,0.4122448979591837
12595,-121.49,38.54,37.0,841.0,1.6932,78400.0,0,1.9678953626634959,0.4221165279429251
12596,-121.48,38.53,43.0,708.0,2.3542,103900.0,0,1.9463276836158192,0.3954802259887006
12597,-121.48,38.52,36.0,906.0,2.9911,96400.0,0,2.013245033112583,0.39293598233995586
12598,-121.49,38.52,37.0,955.0,3.1014,96800.0,0,1.9916230366492147,0.40209424083769635
12599,-121.49,38.53,42.0,571.0,3.3906,124200.0,0,2.5709281961471104,0.4746059544658494
12600,-121.48,38.54,41.0,1841.0,2.1975,73500.0,0,1.8272677892449756,0.3400325909831613
12601,-121.48,38.53,37.0,902.0,1.9837,62300.0,0,1.8891352549889135,0.3946784922394678
12602,-121.47,38.54,36.0,1845.0,1.4138,52500.0,0,1.1376693766937669,0.26178861788617885
12603,-121.47,38.53,43.0,2400.0,1.4625,54400.0,0,1.3395833333333333,0.2604166666666667
12604,-121.47,38.53,44.0,506.0,1.3646,65400.0,0,1.0731225296442688,0.24703557312252963
12605,-121.49,38.51,18.0,260.0,2.9219,152900.0,0,2.6923076923076925,0.49230769230769234
12606,-121.49,38.5,32.0,1331.0,3.319,84500.0,0,1.7761081893313297,0.3373403456048084
12607,-121.49,38.5,30.0,842.0,3.0313,87900.0,0,2.0368171021377672,0.31235154394299286
12608,-121.5,38.5,29.0,787.0,3.7414,98500.0,0,2.6035578144853875,0.3926302414231258
12609,-121.49,38.51,30.0,1857.0,3.1768,79500.0,0,1.7049003769520732,0.31179321486268174
12610,-121.51,38.54,34.0,1075.0,3.9792,164800.0,0,2.6186046511627907,0.4381395348837209
12611,-121.52,38.53,31.0,1366.0,4.2885,160300.0,0,2.261346998535871,0.410688140556369
12612,-121.52,38.53,30.0,1289.0,3.5737,171200.0,0,2.619860356865787,0.460822342901474
12613,-121.52,38.51,23.0,2942.0,3.0963,156900.0,0,2.33718558803535,0.4711080897348742
12614,-121.51,38.49,21.0,1856.0,4.1,158300.0,0,2.384698275862069,0.41002155172413796
12615,-121.51,38.5,25.0,1857.0,5.0371,180200.0,0,2.5411954765751212,0.3979536887452881
12616,-121.55,38.51,14.0,2415.0,6.5253,216800.0,0,2.2732919254658386,0.34658385093167704
12617,-121.55,38.5,9.0,2036.0,5.7621,204600.0,0,2.3909626719056973,0.36836935166994106
12618,-121.54,38.5,15.0,2415.0,4.2075,183600.0,0,2.5229813664596272,0.41283643892339544
12619,-121.54,38.51,17.0,3362.0,4.2216,217900.0,0,2.522903033908388,0.450029744199881
12620,-121.53,38.5,17.0,1365.0,6.4667,216800.0,0,2.2615384615384615,0.3626373626373626
12621,-121.53,38.51,20.0,2595.0,3.1607,178900.0,0,2.3630057803468207,0.45240847784200383
12622,-121.52,38.5,19.0,2519.0,4.8497,184400.0,0,1.945216355696705,0.33942040492258835
12623,-121.53,38.48,5.0,11935.0,4.8811,212200.0,0,2.3351487222454965,0.4067867616254713
12624,-121.52,38.49,5.0,1341.0,3.6196,152800.0,0,2.493661446681581,0.49962714392244595
12625,-121.54,38.49,6.0,3759.0,5.1442,174500.0,0,2.4219207235967013,0.3939877627028465
12626,-121.48,38.52,34.0,1583.0,3.1583,95800.0,0,1.6178142766898294,0.33480732785849654
12627,-121.48,38.51,24.0,723.0,2.5926,72300.0,0,1.3540802213001384,0.2835408022130014
12628,-121.48,38.5,23.0,1740.0,1.3679,70300.0,0,1.539655172413793,0.37873563218390804
12629,-121.49,38.49,26.0,986.0,2.6613,77700.0,0,1.579107505070994,0.30425963488843816
12630,-121.5,38.49,29.0,2317.0,2.7368,78200.0,0,1.5563228312473025,0.30038843331894693
12631,-121.5,38.49,32.0,2032.0,3.3689,83400.0,0,1.9749015748031495,0.33218503937007876
12632,-121.48,38.49,26.0,2447.0,1.5908,78600.0,0,1.293420514916224,0.3073150796894156
12633,-121.49,38.49,26.0,2902.0,2.735,74600.0,0,1.5951068228807719,0.2811853893866299
12634,-121.47,38.49,17.0,2760.0,2.3233,78800.0,0,1.3025362318840579,0.27898550724637683
12635,-121.47,38.48,25.0,1745.0,2.6382,76200.0,0,1.701432664756447,0.27908309455587393
12636,-121.49,38.47,26.0,4224.0,2.3496,68000.0,0,1.449100378787879,0.2616003787878788
12637,-121.47,38.48,24.0,2048.0,3.2702,67300.0,0,1.15185546875,0.232421875
12638,-121.45,38.54,38.0,1052.0,1.7891,60500.0,0,1.7728136882129277,0.3365019011406844
12639,-121.45,38.53,38.0,1142.0,1.7714,69900.0,0,1.5288966725043782,0.27583187390542907
12640,-121.45,38.53,34.0,884.0,2.1679,75400.0,0,2.1414027149321266,0.4468325791855204
12641,-121.45,38.53,34.0,848.0,2.4741,87000.0,0,2.0247641509433962,0.3608490566037736
12642,-121.46,38.54,39.0,843.0,1.7692,63900.0,0,1.723606168446026,0.3333333333333333
12643,-121.46,38.53,37.0,1607.0,1.8007,65400.0,0,1.7081518357187306,0.3459863098942128
12644,-121.46,38.54,36.0,1226.0,1.5292,55700.0,0,1.4885807504078303,0.3189233278955954
12645,-121.47,38.52,26.0,1971.0,1.2575,66800.0,0,1.1045154743784882,0.2841197361745307
12646,-121.46,38.51,18.0,1576.0,1.5735,110000.0,0,1.3470812182741116,0.3800761421319797
12647,-121.45,38.5,25.0,1559.0,2.7101,99500.0,0,1.9454778704297626,0.4021808851828095
12648,-121.47,38.5,17.0,620.0,1.7188,137500.0,0,3.056451612903226,0.6725806451612903
12650,-121.47,38.52,42.0,1597.0,1.8205,60400.0,0,1.4502191609267376,0.32686286787726987
12651,-121.44,38.52,36.0,2460.0,1.6521,69700.0,0,1.4008130081300814,0.3443089430894309
12652,-121.45,38.51,29.0,2294.0,2.2245,75900.0,0,1.8400174367916304,0.37053182214472535
12653,-121.45,38.52,37.0,827.0,2.6288,71200.0,0,2.0616686819830714,0.3941958887545345
12654,-121.45,38.52,37.0,888.0,2.5592,70300.0,0,1.6632882882882882,0.35135135135135137
12655,-121.46,38.52,29.0,2237.0,2.1736,72100.0,0,1.7313366115333035,0.3156012516763523
12656,-121.46,38.51,32.0,1596.0,1.68,84100.0,0,1.5269423558897244,0.34899749373433586
12657,-121.46,38.52,34.0,963.0,2.71,65600.0,0,1.3281412253374871,0.2782969885773624
12658,-121.44,38.51,27.0,4828.0,2.214,82400.0,0,1.4937862468931233,0.3208367854183927
12659,-121.44,38.5,27.0,1089.0,4.088,96800.0,0,2.320477502295684,0.3810835629017447
12660,-121.44,38.5,20.0,1281.0,1.4007,97500.0,0,1.5870413739266198,0.4067135050741608
12661,-121.42,38.51,15.0,4769.0,2.8139,90400.0,0,1.6567414552317048,0.29733696791780245
12662,-121.42,38.5,24.0,4333.0,3.025,87900.0,0,1.786291253173321,0.3224094161089315
12663,-121.46,38.49,15.0,5656.0,2.575,107900.0,0,1.8053394625176804,0.30975954738330974
12664,-121.45,38.49,34.0,1540.0,3.5323,109800.0,0,2.32012987012987,0.4025974025974026
12665,-121.44,38.49,31.0,2083.0,3.3878,109300.0,0,2.0628900624099855,0.3701392222755641
12666,-121.45,38.48,28.0,1638.0,2.9571,103100.0,0,1.6971916971916972,0.3253968253968254
12667,-121.43,38.48,12.0,2299.0,3.0625,90500.0,0,2.001739886907351,0.3740756850804698
12668,-121.44,38.48,12.0,2621.0,2.7262,109800.0,0,1.8805799313239222,0.331934376192293
12669,-121.45,38.48,24.0,1028.0,3.5402,98700.0,0,1.7178988326848248,0.36186770428015563
12670,-121.46,38.48,8.0,1710.0,3.5227,93100.0,0,2.101169590643275,0.30994152046783624
12671,-121.42,38.49,17.0,7235.0,3.363,103000.0,0,1.8217000691085004,0.3227366966136835
12672,-121.42,38.48,13.0,4749.0,1.9657,116000.0,0,1.6592966940408507,0.3962939566224468
12673,-121.4,38.49,12.0,3960.0,3.5968,106300.0,0,1.8409090909090908,0.3151515151515151
12674,-121.38,38.49,11.0,4224.0,2.9647,108900.0,0,2.0210700757575757,0.39015151515151514
12675,-121.39,38.51,19.0,758.0,2.0062,92000.0,0,2.3852242744063323,0.42216358839050133
12676,-121.42,38.56,21.0,2548.0,1.3571,55000.0,0,0.8108320251177394,0.2880690737833595
12677,-121.39,38.56,19.0,3517.0,4.3644,137400.0,0,2.41882286039238,0.41313619562126813
12678,-121.38,38.55,23.0,1407.0,4.3288,133700.0,0,1.9829424307036247,0.3269367448471926
12679,-121.38,38.55,26.0,781.0,4.6944,130900.0,0,1.9615877080665813,0.3649167733674776
12680,-121.39,38.55,25.0,1053.0,3.5278,126200.0,0,2.0617283950617282,0.4007597340930674
12681,-121.39,38.55,18.0,783.0,1.9044,154300.0,0,2.21455938697318,0.5708812260536399
12682,-121.4,38.55,26.0,1088.0,5.0,142500.0,0,2.478860294117647,0.35753676470588236
12683,-121.41,38.55,14.0,1495.0,1.9167,156300.0,0,1.6949832775919733,0.38996655518394646
12684,-121.4,38.55,19.0,748.0,2.925,142400.0,0,3.338235294117647,0.5909090909090909
12685,-121.4,38.53,38.0,65.0,0.9274,67500.0,0,2.3384615384615386,0.5384615384615384
12686,-121.48,38.59,43.0,1253.0,0.9204,82100.0,0,0.7877094972067039,0.189146049481245
12687,-121.5,38.59,43.0,119.0,1.725,67500.0,0,0.7394957983193278,0.15966386554621848
12688,-121.44,38.6,16.0,1240.0,2.8231,137500.0,0,2.4088709677419353,0.6088709677419355
12689,-121.41,38.56,17.0,2455.0,5.1385,179500.0,0,2.944195519348269,0.5560081466395111
12690,-121.37,38.57,22.0,1701.0,5.2449,387000.0,0,2.880070546737213,0.48559670781893005
12691,-121.39,38.57,33.0,863.0,8.4016,338700.0,0,3.068366164542294,0.4159907300115875
12692,-121.4,38.57,25.0,639.0,5.8416,297600.0,0,3.164319248826291,0.4350547730829421
12693,-121.41,38.57,16.0,1538.0,3.2443,190700.0,0,2.8797139141742525,0.6241872561768531
12694,-121.4,38.56,22.0,838.0,7.143,327800.0,0,3.1300715990453463,0.43914081145584727
12695,-121.42,38.6,23.0,2194.0,1.7451,89600.0,0,1.6923427529626254,0.4639927073837739
12696,-121.42,38.6,35.0,574.0,2.2452,102800.0,0,2.0313588850174216,0.3310104529616725
12697,-121.42,38.6,36.0,613.0,3.8672,111400.0,0,2.164763458401305,0.37520391517128876
12698,-121.43,38.61,33.0,1100.0,2.1694,95700.0,0,2.080909090909091,0.4572727272727273
12699,-121.44,38.61,34.0,149.0,2.6442,55000.0,0,1.1543624161073827,0.3691275167785235
12700,-121.41,38.61,36.0,1322.0,3.4784,105500.0,0,2.3441754916792736,0.4712556732223903
12701,-121.41,38.6,16.0,2523.0,2.0471,104200.0,0,2.1430836305984937,0.5013872374157748
12702,-121.41,38.59,18.0,2883.0,2.6485,114500.0,0,1.9171002428026362,0.45265348595213317
12703,-121.41,38.59,17.0,5692.0,2.5245,99100.0,0,2.1705903021784962,0.5398805340829234
12704,-121.41,38.58,18.0,2803.0,3.089,141400.0,0,2.4812700677845165,0.6207634677131645
12705,-121.39,38.61,36.0,1225.0,2.9559,136600.0,0,1.9559183673469387,0.4204081632653061
